Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Baseline Fitness,United States,Minnesota,,,,Marketing Coordinator
2023,Mechanical Engineering,School of Engineering,Graduate level degree,Employed full-time,Baxter International,United States,Minnesota,,,,Quality Engineer
2023,Biology (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Bay West,United States,Minnesota,,,,Environmental Field Technician
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Baycare Clinic,United States,Wisconsin,,,,Human Resources Manager
2023,Accounting,Opus College of Business,Bachelor's degree,Employed full-time,BDO,United States,Minnesota,,,,Audit Associate
2023,Accounting,Opus College of Business,Bachelor's degree,Employed full-time,BDO,United States,Minnesota,,,,Audit Associate
2023,Manufacturing Engineering,School of Engineering,Graduate level degree,Employed full-time,Bear Putter,United States,Minnesota,,,,Founder
2023,Pastoral Leadership,School of Divinity,Graduate level degree,Employed full-time,Benilde-St. Margaret's School,United States,Minnesota,,,,Teacher
2023,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed full-time,Berkshire Hathaway Specialty Insurance,United States,Minnesota,,,,Mental Health Practitioner
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Best Buy,United States,Minnesota,,,,Software Engineering Associate
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Best Buy,United States,Minnesota,,,,Demand Planner
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Best Buy,United States,Minnesota,,,,Software Engineering Associate
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed full-time,Best Buy,United States,Minnesota,,,,Merchant Analyst
2023,Political Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Best Buy,United States,Minnesota,,,,Consultation Agent
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Best Buy,United States,Minnesota,,,,Finance Director
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,Best Buy,United States,Minnesota,,,,Associate Category Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Best Buy,United States,Minnesota,,,,Product Manager
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,BEST Crowd Management,United States,Minnesota,,,,Crowd Manager
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed full-time,Betteryou Ltd,United States,Minnesota,,,,Business Development Representative
2023,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed full-time,"Big Rock Exploration, Llc.",United States,Minnesota,,,,Geologist
2023,Environmental Sci (Geoscience),College of Arts & Sciences,Bachelor's degree,Employed full-time,"Big Rock Exploration, Llc.",United States,Minnesota,,,,Geologist
2023,Geology (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,"Big Rock Exploration, Llc.",United States,Minnesota,,,,Geologist
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Biiah,United States,Minnesota,,,,Brand Ambassador
2023,Spanish Cultural/Literary St.,College of Arts & Sciences,Bachelor's degree,Employed full-time,Bilingual Learning Center,United States,Minnesota,,,,Communications Coordinator
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Bills Superette,United States,Minnesota,,,,Shift Leader
2023,Health Care Innovation,Opus College of Business,Graduate level degree,Employed full-time,Bind On-Demand Health Insurance,United States,Minnesota,,,,Provider Relations Specialist
2023,Exercise Science,College of Health,Bachelor's degree,Employed full-time,Biomedix,United States,Minnesota,,,,Client Service Associate
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Biomerics,United States,Minnesota,,,,Research and Development Engineer
2023,Biology of Global Health,College of Arts & Sciences,Bachelor's degree,Employed full-time,Bio-Techne,United States,Minnesota,,,,Scientific Associate
2023,Leadership,School of Education,Graduate level degree,Employed full-time,Bio-Techne,United States,Minnesota,,,,IT Director
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Bloomberg,United States,New York,,,,Software Engineer
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Blue Cross Blue Shield,United States,Minnesota,,,,Account Management Intern
2023,Health Care MBA,Opus College of Business,Graduate level degree,Employed full-time,Blue Cross Blue Shield,United States,Minnesota,,,,Quality Improvement Manager
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Blue Ops Partners,United States,Minnesota,,,,Analyst
2023,Economics - Business,College of Arts & Sciences,Bachelor's degree,Employed full-time,Blue Ops Partners,United States,Minnesota,,,,Financial Analyst
2023,Social Work,College of Health,Graduate level degree,Employed full-time,BlueCross BlueShield of Tennessee,United States,Tennessee,,,,Clinical Operations Manager
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Bold Orange,United States,Minnesota,,,,Media Research Intern
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Border States Electric,United States,Minnesota,,,,Supply Chain Specialist
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed full-time,Boston Consulting Group,United States,Minnesota,,,,Associate
2023,Electrical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Supplier Engineer
2023,Electrical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Electrical Engineer
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Project Management Manager
2023,Social Work,College of Health,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Product Builder
2023,Mechanical Engineering,School of Engineering,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Research and Development Engineer
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Architect Intern
2023,Mechanical Engineering,School of Engineering,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Process Development Engineer
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Research Scientist/Project Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Commercial Program Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Project Manager
2023,Electrical Engineering,School of Engineering,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Manufacturing Engineer
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Team Lead
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,Boston Scientific,United States,Minnesota,,,,Digital Marketing Analyst
2023,Accounting,Opus College of Business,Bachelor's degree,Employed full-time,Boulay,United States,Minnesota,,,,Audit Associate
2023,Accounting,Opus College of Business,Bachelor's degree,Employed full-time,Boyum & Barenscheer Pllp,United States,Minnesota,,,,Staff Accountant
2023,Teacher Preparation-Elem K-6,School of Education,Graduate level degree,Employed full-time,Breck School,United States,Minnesota,,,,Summer Camp Counselor
2023,Entrepreneurship,Opus College of Business,Bachelor's degree,Employed full-time,Brick + Linen,United States,Minnesota,,,,Sales Associate
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Bridge Investment Group,United States,Minnesota,,,,Tenant Services Coordinator
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Bridgewater Bank,United States,Minnesota,,,,Credit Analyst
2023,Financial Management,College of Arts & Sciences,Bachelor's degree,Employed full-time,Bridgewater Bank,United States,Minnesota,,,,Credit Analyst
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Bridgewater Bank,United States,Washington,,,,Data Architect
2023,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed full-time,Bridging Hope Counseling,United States,Minnesota,,,,Psychotherapist
2023,Individualized,College of Arts & Sciences,Bachelor's degree,Employed full-time,Brightside Produce,United States,Minnesota,,,,Healthy Living Director
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Brits British Pub and Eatery,United States,Minnesota,,,,Server
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Brooksource,United States,Minnesota,,,,Account Executive
2023,Human Resources Management,Opus College of Business,Bachelor's degree,Employed full-time,Brown & Brown,United States,Minnesota,,,,Employee Benefits Representative
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Brown & Brown,United States,Minnesota,,,,Data Analytics Intern
2023,Actuarial Science,College of Arts & Sciences,Bachelor's degree,Employed full-time,Buffalo Figure Skating Club,United States,Minnesota,,,,Chess Coach
2023,Civil Engineering,School of Engineering,Bachelor's degree,Employed full-time,Buildings Consulting Group,United States,Minnesota,,,,Staff Engineer
2023,Electrical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Burns & McDonnell,United States,Minnesota,,,,Electrical Engineer
2023,Gen Business Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,C.H. Robinson Worldwide,United States,Minnesota,,,,Operations Coordinator
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,C.H. Robinson Worldwide,United States,Minnesota,,,,Machine Learning Software Engineer
2023,Data Science,Grad Prog in Software Eng,Graduate level degree,Employed full-time,C.H. Robinson Worldwide,United States,Minnesota,,,,
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,C.N.A Insurance Companies,United States,Minnesota,,,,Underwriter
2023,MS Operations & Supply Chain Mgmt,Opus College of Business,Bachelor's degree,Employed full-time,Caerus,United States,Minnesota,,,,Manufacturing Operations Specialist
2023,Computer Science (BS),College of Arts & Sciences,Bachelor's degree,Employed full-time,Calspan Corporation,United States,Minnesota,,,,Software Engineering Associate
2023,Software Engineering,Grad Prog in Software Eng,Graduate level degree,Employed full-time,Cambria Surfaces,United States,Minnesota,,,,Front End Web Developer
2023,Educ Leadership & Learning,School of Education,Graduate level degree,Employed full-time,Cambridge-Isanti Schools,United States,Minnesota,,,,Director of Student Support Services
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Canon Medical Informatics,United States,Minnesota,,,,Communications Strategist
2023,Social Work,College of Health,Graduate level degree,Employed full-time,Canvas Health,United States,Minnesota,,,,Licensed Alcohol and Drug Counselor
2023,Marketing Management,Opus College of Business,Bachelor's degree,Employed full-time,Capital Construction,United States,Minnesota,,,,Digital Marketing Specialist
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Captiveaire Systems,United States,Minnesota,,,,Sales and Application Engineer
2023,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed full-time,Caravel Autism Health,United States,Minnesota,,,,Behavioral Health Technician
2023,Communication Studies,College of Arts & Sciences,Bachelor's degree,Employed full-time,Cardigan Donuts,United States,Minnesota,,,,Event Coordinator
2023,Counseling Psychology,School of Prof Psychology,Graduate level degree,Employed full-time,Care Counseling,United States,Minnesota,,,,Pre-Licensed Therapist
2023,Social Work,College of Health,Graduate level degree,Employed full-time,Care Counseling,United States,Minnesota,,,,Pre-Licensed Therapist
2023,Social Work Advanced Standing,College of Health,Graduate level degree,Employed full-time,Care Counseling,United States,Minnesota,,,,Mental Health Practitioner
2023,Mechanical Engineering,School of Engineering,Bachelor's degree,Employed full-time,Cargill,United States,Iowa,,,,Reliability Engineer
2023,Financial Management,Opus College of Business,Bachelor's degree,Employed full-time,Cargill,United States,Mississippi,,,,Financial Services Associate
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Cargill,United States,,,,,Accountant
2023,MS Business Analytics,Opus College of Business,Graduate level degree,Employed full-time,Cargill,United States,Minnesota,,,,Supply Chain Optimization Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Cargill,United States,Kansas,,,,Research and Development Manager
2023,MBA,Opus College of Business,Graduate level degree,Employed full-time,Cargill,United States,Minnesota,,,,Merchant
